Year,Month_Name,Date,State,Vehicle_Class,Vehicle_Category,Vehicle_Type,EV_Sales_Quantity
2015.0,mar,3/1/2015,West Bengal,AGRICULTURAL TRACTOR,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,AMBULANCE,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,ARTICULATED VEHICLE,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,BREAKDOWN VAN,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,BUS,Bus,Bus,0.0
2015.0,mar,3/1/2015,West Bengal,CAMPER VAN / TRAILER,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,CASH VAN,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,CRANE MOUNTED VEHICLE,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,DUMPER,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,EARTH MOVING EQUIPMENT,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2015.0,mar,3/1/2015,West Bengal,EXCAVATOR (COMMERCIAL),Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,EXCAVATOR (NT),Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,GOODS CARRIER,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,HARVESTER,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,HEARSES,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,LUXURY CAB,4-Wheelers,4W_Shared,0.0
2015.0,mar,3/1/2015,West Bengal,MAXI CAB,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2015.0,mar,3/1/2015,West Bengal,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2015.0,mar,3/1/2015,West Bengal,MOBILE CLINIC,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,MOPED,2-Wheelers,2W_Personal,0.0
2015.0,mar,3/1/2015,West Bengal,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2015.0,mar,3/1/2015,West Bengal,MOTOR CAR,4-Wheelers,4W_Personal,1.0
2015.0,mar,3/1/2015,West Bengal,OMNI BUS,Bus,Bus,0.0
2015.0,mar,3/1/2015,West Bengal,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2015.0,mar,3/1/2015,West Bengal,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2015.0,mar,3/1/2015,West Bengal,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2015.0,mar,3/1/2015,West Bengal,TRACTOR (COMMERCIAL),Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,TRAILER (COMMERCIAL),Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,VEHICLE FITTED WITH GENERATOR,Others,Others,0.0
2015.0,mar,3/1/2015,West Bengal,VEHICLE FITTED WITH RIG,Others,Others,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,AGRICULTURAL TRACTOR,Others,Others,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,AMBULANCE,Others,Others,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,BUS,Bus,Bus,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,GOODS CARRIER,Others,Others,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,MAXI CAB,Others,Others,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,MOPED,2-Wheelers,2W_Personal,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,OMNI BUS,Bus,Bus,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,PRIVATE SERVICE VEHICLE,Others,Others,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,TRACTOR (COMMERCIAL),Others,Others,0.0
2015.0,mar,3/1/2015,Jammu and Kashmir,TRAILER FOR PERSONAL USE,Others,Others,0.0
2015.0,mar,3/1/2015,Manipur,AGRICULTURAL TRACTOR,Others,Others,0.0
2015.0,mar,3/1/2015,Manipur,AMBULANCE,Others,Others,0.0
2015.0,mar,3/1/2015,Manipur,BUS,Bus,Bus,0.0
2015.0,mar,3/1/2015,Manipur,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2015.0,mar,3/1/2015,Manipur,EARTH MOVING EQUIPMENT,Others,Others,0.0
2015.0,mar,3/1/2015,Manipur,EXCAVATOR (NT),Others,Others,0.0
2015.0,mar,3/1/2015,Manipur,GOODS CARRIER,Others,Others,0.0
2015.0,mar,3/1/2015,Manipur,MAXI CAB,Others,Others,0.0
2015.0,mar,3/1/2015,Manipur,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2015.0,mar,3/1/2015,Manipur,MOPED,2-Wheelers,2W_Personal,0.0
2015.0,mar,3/1/2015,Manipur,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2015.0,mar,3/1/2015,Manipur,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2015.0,mar,3/1/2015,Manipur,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,ADAPTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,AGRICULTURAL TRACTOR,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,AMBULANCE,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,ARTICULATED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,CASH VAN,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,CRANE MOUNTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,EXCAVATOR (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,FIRE TENDERS,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,FORK LIFT,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,GOODS CARRIER,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,HARVESTER,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,MAXI CAB,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,MOBILE WORKSHOP,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,1.0
2016.0,mar,3/1/2016,Andhra Pradesh,OMNI BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,PRIVATE SERVICE VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,RECOVERY VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,ROAD ROLLER,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,TRACTOR (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,TRAILER (AGRICULTURAL),Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,TRAILER (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,VEHICLE FITTED WITH COMPRESSOR,Others,Others,0.0
2016.0,mar,3/1/2016,Andhra Pradesh,VEHICLE FITTED WITH RIG,Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,AGRICULTURAL TRACTOR,Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,CRANE MOUNTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,DUMPER,Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,EXCAVATOR (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,EXCAVATOR (NT),Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,GOODS CARRIER,Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,MAXI CAB,Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1.0
2016.0,mar,3/1/2016,Arunachal Pradesh,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,MOBILE CLINIC,Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,MOPED,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,OMNI BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,TOW TRUCK,Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,TRACTOR (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,TRAILER (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Arunachal Pradesh,TRAILER FOR PERSONAL USE,Others,Others,0.0
2016.0,mar,3/1/2016,Assam,AGRICULTURAL TRACTOR,Others,Others,0.0
2016.0,mar,3/1/2016,Assam,AMBULANCE,Others,Others,0.0
2016.0,mar,3/1/2016,Assam,BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Assam,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Assam,CRANE MOUNTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Assam,DUMPER,Others,Others,0.0
2016.0,mar,3/1/2016,Assam,EXCAVATOR (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Assam,EXCAVATOR (NT),Others,Others,1.0
2016.0,mar,3/1/2016,Assam,GOODS CARRIER,Others,Others,0.0
2016.0,mar,3/1/2016,Assam,MAXI CAB,Others,Others,0.0
2016.0,mar,3/1/2016,Assam,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1.0
2016.0,mar,3/1/2016,Assam,MOPED,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Assam,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,Assam,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2016.0,mar,3/1/2016,Assam,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2016.0,mar,3/1/2016,Assam,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2016.0,mar,3/1/2016,Assam,TRACTOR (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Assam,TRAILER (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,CRANE MOUNTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,EARTH MOVING EQUIPMENT,Others,Others,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,EXCAVATOR (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,GOODS CARRIER,Others,Others,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,MAXI CAB,Others,Others,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,MOPED,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,OMNI BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2016.0,mar,3/1/2016,Andaman & Nicobar Island,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2016.0,mar,3/1/2016,Bihar,ADAPTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Bihar,AGRICULTURAL TRACTOR,Others,Others,0.0
2016.0,mar,3/1/2016,Bihar,AMBULANCE,Others,Others,0.0
2016.0,mar,3/1/2016,Bihar,BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Bihar,CASH VAN,Others,Others,0.0
2016.0,mar,3/1/2016,Bihar,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Bihar,GOODS CARRIER,Others,Others,0.0
2016.0,mar,3/1/2016,Bihar,MAXI CAB,Others,Others,0.0
2016.0,mar,3/1/2016,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Bihar,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Bihar,MOPED,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Bihar,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,Bihar,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2016.0,mar,3/1/2016,Bihar,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0.0
2016.0,mar,3/1/2016,Bihar,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Bihar,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2016.0,mar,3/1/2016,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,44.0
2016.0,mar,3/1/2016,Bihar,TRACTOR (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Bihar,TRAILER (AGRICULTURAL),Others,Others,0.0
2016.0,mar,3/1/2016,Bihar,TRAILER (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,ADAPTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,AGRICULTURAL TRACTOR,Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,AMBULANCE,Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,ARTICULATED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Chhattisgarh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,10.0
2016.0,mar,3/1/2016,Chhattisgarh,CRANE MOUNTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,EARTH MOVING EQUIPMENT,Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2016.0,mar,3/1/2016,Chhattisgarh,EXCAVATOR (NT),Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,FIRE FIGHTING VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,GOODS CARRIER,Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,HARVESTER,Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,MAXI CAB,Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,5.0
2016.0,mar,3/1/2016,Chhattisgarh,MOPED,2-Wheelers,2W_Personal,1.0
2016.0,mar,3/1/2016,Chhattisgarh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,Chhattisgarh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2016.0,mar,3/1/2016,Chhattisgarh,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0.0
2016.0,mar,3/1/2016,Chhattisgarh,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2016.0,mar,3/1/2016,Chhattisgarh,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,ROAD ROLLER,Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2016.0,mar,3/1/2016,Chhattisgarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2016.0,mar,3/1/2016,Chhattisgarh,TRACTOR (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,TRAILER (AGRICULTURAL),Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,TRAILER (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Chhattisgarh,VEHICLE FITTED WITH RIG,Others,Others,0.0
2016.0,mar,3/1/2016,Chandigarh,ADAPTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Chandigarh,AGRICULTURAL TRACTOR,Others,Others,0.0
2016.0,mar,3/1/2016,Chandigarh,BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Chandigarh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Chandigarh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2016.0,mar,3/1/2016,Chandigarh,GOODS CARRIER,Others,Others,0.0
2016.0,mar,3/1/2016,Chandigarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Chandigarh,MOPED,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Chandigarh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,Chandigarh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2016.0,mar,3/1/2016,Chandigarh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2016.0,mar,3/1/2016,Chandigarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2016.0,mar,3/1/2016,DNH and DD,AGRICULTURAL TRACTOR,Others,Others,0.0
2016.0,mar,3/1/2016,DNH and DD,AMBULANCE,Others,Others,0.0
2016.0,mar,3/1/2016,DNH and DD,ARTICULATED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,DNH and DD,BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,DNH and DD,FORK LIFT,Others,Others,0.0
2016.0,mar,3/1/2016,DNH and DD,GOODS CARRIER,Others,Others,0.0
2016.0,mar,3/1/2016,DNH and DD,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,DNH and DD,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,DNH and DD,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2016.0,mar,3/1/2016,DNH and DD,OMNI BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,DNH and DD,SNORKED LADDERS,Others,Others,0.0
2016.0,mar,3/1/2016,DNH and DD,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2016.0,mar,3/1/2016,Delhi,ADAPTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Delhi,AGRICULTURAL TRACTOR,Others,Others,0.0
2016.0,mar,3/1/2016,Delhi,AMBULANCE,Others,Others,0.0
2016.0,mar,3/1/2016,Delhi,BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Delhi,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,2614.0
2016.0,mar,3/1/2016,Delhi,GOODS CARRIER,Others,Others,0.0
2016.0,mar,3/1/2016,Delhi,LUXURY CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,Delhi,MAXI CAB,Others,Others,0.0
2016.0,mar,3/1/2016,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1.0
2016.0,mar,3/1/2016,Delhi,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Delhi,MOBILE WORKSHOP,Others,Others,0.0
2016.0,mar,3/1/2016,Delhi,MOPED,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Delhi,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,6.0
2016.0,mar,3/1/2016,Delhi,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2016.0,mar,3/1/2016,Delhi,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2016.0,mar,3/1/2016,Goa,ADAPTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Goa,AGRICULTURAL TRACTOR,Others,Others,0.0
2016.0,mar,3/1/2016,Goa,AMBULANCE,Others,Others,0.0
2016.0,mar,3/1/2016,Goa,BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Goa,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Goa,CRANE MOUNTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Goa,EARTH MOVING EQUIPMENT,Others,Others,0.0
2016.0,mar,3/1/2016,Goa,EXCAVATOR (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Goa,EXCAVATOR (NT),Others,Others,0.0
2016.0,mar,3/1/2016,Goa,GOODS CARRIER,Others,Others,0.0
2016.0,mar,3/1/2016,Goa,MAXI CAB,Others,Others,0.0
2016.0,mar,3/1/2016,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1.0
2016.0,mar,3/1/2016,Goa,MOPED,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Goa,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,Goa,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2016.0,mar,3/1/2016,Goa,MOTOR CYCLE/SCOOTER-SIDECAR(T),Others,Others,0.0
2016.0,mar,3/1/2016,Goa,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0.0
2016.0,mar,3/1/2016,Goa,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2016.0,mar,3/1/2016,Goa,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,0.0
2016.0,mar,3/1/2016,Goa,TRAILER (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,ADAPTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,AGRICULTURAL TRACTOR,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,AMBULANCE,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,ARTICULATED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Gujarat,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,CRANE MOUNTED VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,EARTH MOVING EQUIPMENT,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2016.0,mar,3/1/2016,Gujarat,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,0.0
2016.0,mar,3/1/2016,Gujarat,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,0.0
2016.0,mar,3/1/2016,Gujarat,EXCAVATOR (COMMERCIAL),Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,EXCAVATOR (NT),Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,FIRE FIGHTING VEHICLE,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,FORK LIFT,Others,Others,1.0
2016.0,mar,3/1/2016,Gujarat,GOODS CARRIER,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,HARVESTER,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,MAXI CAB,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2.0
2016.0,mar,3/1/2016,Gujarat,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2016.0,mar,3/1/2016,Gujarat,MOBILE CLINIC,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,MOBILE WORKSHOP,Others,Others,0.0
2016.0,mar,3/1/2016,Gujarat,MOPED,2-Wheelers,2W_Personal,1.0
2016.0,mar,3/1/2016,Gujarat,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2016.0,mar,3/1/2016,Gujarat,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2016.0,mar,3/1/2016,Gujarat,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0.0
2016.0,mar,3/1/2016,Gujarat,OMNI BUS,Bus,Bus,0.0
2016.0,mar,3/1/2016,Gujarat,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,2.0
2016.0,mar,3/1/2016,Gujarat,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
